name,years_active,session_count,companies,roles,sample_sessions,avatar_url,email,linkedin,twitter,notes
avatar for Ben Inde,2023,2,"Forge NorthThe Forge North coalition is a group of founders, investors, entrepreneur support organizations, and enterprise leaders dedicated to making the MSP region a better place to start and scale businesses. Our goals include increased early-stage access to capital, increased ownership and...Read More → | Launch Minnesota",,Open House: Navigating Minnesota Startup Resources; Open House: Navigating Minnesota Startup Resources,//avatars.sched.co/0/f8/17621193/avatar.jpg?50c,,,,
avatar for Ben Stanerson,2023,1,"Minnetonka Public SchoolsBen Stanerson is currently working as the Tonka Online Coordinator and Physics Teacher for Minnetonka Public Schools.  Ben has been an educator for 22 years at Minnetonka High School.  During this time, Ben has worked as a Technology Coach when the district integrated 1:1 iPad technology...Read More →",,Classroom Kickoff: ChatGPT Insights and Strategies for Back-to-School Success,//avatars.sched.co/8/ad/19215392/avatar.jpg?086,,,,
avatar for Ben Wallace,2023,1,"Minify EnergyBen Wallaceis Co-founder ofMinify Energy, leading consulting, assessments, and project development/ implementation to accelerate smart, sustainable energy adoption in commercial buildings - reducing operating costs, enhancing building value, environments, and sustainable value. Solutions spanning energy data analysis and...Read More →",,Building for Tomorrow: The Imperative of Smart and Resilient 21st Century Infras,//avatars.sched.co/a/5b/2557248/avatar.jpg?758,,,,
avatar for Benjamin Borchert,2023,1,"Boar Carrot LLCIf you need to train up your teams in virtual presentations, let's talk about setting you up with a virtual workshop.If you need 1:1 presentation coaching for your high potential leaders and team members, let's chat.I am also a fan of ice cream.And I love hearing about cool people...Read More →",,Virtually Everyone can give a captivating remote presentation,//avatars.sched.co/8/5d/19172862/avatar.jpg?7ed,,,,
avatar for Bernard Marr,2018,3,"popular keynote speaker, futurist, and a strategic business & technology advisor to governments and companies. He helps organisations improve their business performance, use data more intelligently, and understand the implications...Read More →",,MANOVA Global Summit on the Future of Health in Medical Alley - Wednesday Pass *; 1 Million Cups Saint Paul; How to Finance Your Startup,//avatars.sched.co/0/fb/5955184/avatar.jpg?58f,,,,
avatar for Bethany Iverson,2018,2,"The CovenBethany is fiercely passionate about creating a more just, equitable world. She agitates with love, hopes radically, and advocates fearlessly to create a world she wants to live in. Last fall Bethany abandoned her cushy career as an advertising executive to pursue the dream of The...Read More →",,Power of 100 MSP Pitchfest *External Registration Required*; Technovation[MN] Mentor Happy Hour *External Registration Required*,//avatars.sched.co/b/91/5941470/avatar.jpg?2d8,,,,
avatar for Bethany Wrede Peterson,2023,1,"ARRIVED. CoachingBethany Wrede Peterson empowers high-achieving entrepreneurs to refine their thinking and hone their habits to reach never-dreamed-of levels of success, fulfillment and positive relationships.Using a cutting-edge, scientifically-backed framework, she challenges her clients to break...Read More →",,The 6 Habits of the World's Highest Performing Entrepreneurs,//avatars.sched.co/b/6b/19172051/avatar.jpg?65c,,,,
avatar for Bethel University (Host),2018,1,,,Edtech Founders' Forum,//avatars.sched.co/e/f3/6168979/avatar.jpg?14f,,,,
avatar for Better Futures Minnesota (Host),2018,2,,,The Power and Promise of a ReUSE Economy; The Power and Promise of a ReUSE Economy,//avatars.sched.co/d/fa/6168865/avatar.jpg?332,,,,
avatar for Bill McKinney,2018,1,Vice President of Strategy & Long Term Development,,Growing Minnesota - We Grow Businesses not Just Crops *External Registration Req,//avatars.sched.co/6/49/6250872/avatar.jpg?087,,,,
avatar for Bind,2018,1,,,Pitchfest in the Midwest *External Registration Required*,//avatars.sched.co/6/46/6324129/avatar.jpg?ce7,,,,
avatar for Blacks in Technology (Host),2018,1,,,The Advantages of Being at a Disadvantage: An Inside Look how Small Businesses c,//avatars.sched.co/1/83/6077656/avatar.jpg?076,,,,
avatar for Branch Messenger (Host),2018,1,,,Why AI is a Competitive Advantage in a Startup's Tech Stack,//avatars.sched.co/1/62/6078508/avatar.jpg?c78,,,,
avatar for Brandon Champeau,2018,1,Visus,,New Entrepreneurial Neighborhood - Motley and 2407,//avatars.sched.co/5/bc/5912801/avatar.jpg?224,,,,
avatar for Bria Knorr,2023,1,,,A RADICL Sprint: Getting Product Alignment in Just One Day,//avatars.sched.co/a/cf/19210692/avatar.jpg?efb,,,,
avatar for Brian Adamek,2023,3,"E-Wealth PartnersAs the firm’s founder and lead financial planner, Brian is committed to helping clients achieve their financial goals. As an entrepreneur himself, he understands the challenges they face.Brian has more than a decade of experience in wealth management and is credentialed in adva...Read More →",,Finance Lounge: Casual environment for tough questions; Finance Lounge: Casual environment for tough questions; Finance Lounge: Casual environment for tough questions,//avatars.sched.co/5/43/19299678/avatar.jpg?4d3,,,,
avatar for Brian Beutner,2018,2,"Bright HealthBrian K. Beutner, JD, is General Counsel of Bright Health, an innovative connected healthcare experience. He served as Chairman of the Board of Directors of MNSure, Minnesota’s health insurance exchange, from 2013 to 2015. Prior to that, he served as the Chief Executive Officer...Read More →",,You Are What You Eat: The Nexus of Food & Health - Morning Session *External Tic; You Are What You Eat: The Nexus of Food & Health - Afternoon Session *External T,//avatars.sched.co/7/28/5977582/avatar.jpg?8b8,,,,
avatar for Brian Edstrom,2018,1,"Avisen Legal, P.A.I am an attorney and founding shareholder of Avisen Legal, P.A., an entrepreneurial business law firm. I build upon my own experience as an entrepreneur (Avisen is just entering its second year of existence), as well as my prior experience working with the U.S. Department of Justice...Read More →",,From Crowdfunding to ICOs: Tips for Creatively (and Legally) Financing Your Busi,//avatars.sched.co/0/8f/5991253/avatar.jpg?5d5,,,,
avatar for Brian Loeb,2018,1,"making balance sheet investments into early stage food and ag tech companies. CGC Ventures is part of Continental Grain Company (CGC), a privately held holding company with over two hundred years of experience throughout food and agribusiness, including...Read More →",,You Are What You Eat: The Nexus of Food & Health - Afternoon Session *External T,//avatars.sched.co/6/84/6284991/avatar.jpg?76f,,,,
avatar for Brian Skalak,2023,1,REM5 STUDIOS,,The Intersection of AI + VR/AR,//avatars.sched.co/2/09/19172352/avatar.jpg?b73,,,,
avatar for Brianna Chamberlin,2018,1,"FIsh & RichardsonBrianna Chamberlin practices intellectual property litigation with an emphasis on patent litigation. Ms. Chamberlin has represented plaintiffs and defendants in cases involving polymer chemistry, pharmaceuticals, and memory devices.",,Intellectual Property on Tap: Start Up Edition,//avatars.sched.co/f/ff/5914790/avatar.jpg?ea3,,,,
avatar for Brianna Noland,2018,1,General MillsBrianna Noland is a Senior Data Scientist on the Enterprise Data Capabilities team at General Mills.,,Panel: The Future of Marketing in the Age of Machine Learning,//avatars.sched.co/d/22/5914635/avatar.jpg?105,,,,
avatar for Bruce Langer,2018,1,"EPIQ Partners, LLCCollaborator with successful entrepreneurs seeking EPIQ investment results",,Begin with the End in Mind: This Endeavor is a Smashing Success...Now What?,//avatars.sched.co/6/02/5963473/avatar.jpg?ea3,,,,
avatar for Caitlin Rogers,2018,1,"Productions Director, Next Day Animations",,Caffeine and Speed-Networking For Women and Non-Binary People Changing the World,//avatars.sched.co/c/61/5897896/avatar.jpg?247,,,,
avatar for Cameron Carter,2018,1,Bright Health,,Venture-Scale Apps: A Panel of MN's Funded Mobile-Centric Startups,//avatars.sched.co/9/76/5916005/avatar.jpg?ec6,,,,
avatar for Capital Preferences,2018,1,,,Pitchfest in the Midwest *External Registration Required*,//avatars.sched.co/1/80/6324132/avatar.jpg?9d4,,,,
avatar for Carly Gloge,2018,3,"Google XCarly was the co-founder and CEo of Ubooly which was acquired in 2014. She graduated from both the TechStars Boulder and Disney Accelerator programs. She has served as a mentor for multiple accelerators including the TechStars Anywhere, RGA, LA Dodgers, and Qualcomm Robotics programs...Read More → | HomiHomi is a student-alumni social network that lets companies do university recruiting without ever stepping foot on campus. Alumni refer students directly to HR with the click of a button, opening the doors for students from traditionally non-target schools. | John's professional background was in management consulting and private equity in the communications indu...Read More →",,"What's Best For YOU? Startups, Corporate, or Both? *External Registration Requir; What's Best For YOU? Startups, Corporate, or Both? *External Registration Requir; What's Best For YOU? Startups, Corporate, or Both? *External Registration Requir",//avatars.sched.co/6/54/5912815/avatar.jpg?0e3,,,,
avatar for Carol Moline,2018,1,"Store Design, Chuck & Don'sCarol and her husband are Minnesota natives, have two grown daughters, and as of August, two grandchildren. With a bachelor’s degree in Interior Design from the University of Minnesota Carol began working in retail design for Target Corporation where she gained experience in a design...Read More →",,The Story of Chuck & Don’s: How “Man’s Best Friend” Turned Friends into Entrepre,//avatars.sched.co/b/1e/5916045/avatar.jpg?45b,,,,
avatar for Caroline Karanja,2018,1,"26 LettersCaroline Karanja is a designer, developer, and cultural architect. She is the founder of 26 Letters, a SaaS e-learning solution that helps companies understand and incorporate, diversity and inclusion. 26 Letters is in the first cohort of Lunar Startups, the incubator housed in the...Read More →",,Social Entrepreneur Live!,//avatars.sched.co/2/60/6249556/avatar.jpg?129,,,,
avatar for Casey Flynn,2023,1,"Coach Casey LLCAs a coach, I help founders of early-stage startups quickly and cheaply test ideas so they can design the right product for the right customer. I bring experience in entrepreneurship, leadership, product/project management, UX & DesignOps, software development, Lean-Agile coaching...Read More →",,Product-Market Fit Breakfast (Sold Out for capacity of 10),https://graph.facebook.com/v17.0/10104961411310752/picture?width=400&height=400,,,,
avatar for Casey Helbing,2018,1,"Software for GoodCasey Helbling is a software entrepreneur with full-lifecycle experience in design, development, and implementation of web and mobile software systems. He is a team builder and leader. He's passionate about culture. He strives to make the world a better place through entrepreneurial...Read More →",,Leading With Purpose: Exploring Business Structures for Mission-Driven Companies,//avatars.sched.co/2/70/5950699/avatar.jpg?7ae,,,,
avatar for Cate Faulkner,2023,1,"Zero Proof CollectiveAs a curious and dedicated learner, my passion drives me to serve as an advocate, educator, and consultant within the NA Movement.What is the NA Movement?The NA (nonalcoholic or nonalcohol) Movement is a cultural shift that celebrates a lifestyle choice focused on choosing not to drink alcoholic beverages on occasion or not at all. It's a movement that fosters inclusivity and offers a wide range of elevated nonalcoholic alternatives...Read More →",,Navigating Nonalcoholic Bevs: A TEDx Talk and Tasting,//avatars.sched.co/8/fa/19180509/avatar.jpg?1fc,,,,
avatar for Cathy Connett,2018,1,"Sofia FundCorConnections helps businesses:Identify value adding opportunities,Launch new businesses,Develop succession plans,Facilitate ownership transitions,Negotiate alliances,Raise capital,andImplement focused business processes.Utilizing in-depth assessments of the business and the market,  processes to align and op...Read More →",,Office Hours with Sofia Fund *External Registration Required*,//avatars.sched.co/3/6c/5912237/avatar.jpg?51b,,,,
avatar for Ceiba Fôrte Law Firm® (Host),2018,1,,,9 Ways to Fail as an Entrepreneur: How to Avoid Going to Court,//avatars.sched.co/3/07/6078478/avatar.jpg?397,,,,
avatar for Chad Gilhoi,2018,1,"The Sluice GateAs a digital product manager for a Fortune 500 company and freelance developer, Chad is very active on the voice app frontier.  He’s tracked consumer preferences for voice interaction and is currently navigating opportunities for voice apps in the corporate space. Chad presents...Read More →",,Voice Is The New Playground For Brands,//avatars.sched.co/4/c4/5912809/avatar.jpg?9e8,,,,
avatar for Chad Johnson,2018,1,"Cherry Tree & AssociatesChad Johnson is a Managing Director in Cherry Tree & Associates’ investment banking practice. Chad has a long and successful track record advising entrepreneurs in the sale of their businesses, and advising numerous public and private companies in the acquisition of complementary...Read More →",,What's Happening with Recent Edtech Exits?,//avatars.sched.co/d/ed/5914740/avatar.jpg?272,,,,
avatar for Chad Senger,2018,1,Daikin Applied,,When Worlds Collide: Corporate-Startup Collaboration,//avatars.sched.co/e/59/6170737/avatar.jpg?d57,,,,
avatar for Charles Jacoby,2023,2,"The Rejuvi VentureTrusted, purpose-centered leader and expert in applying technologies to drive transformational change. Known for leading high performing teams with clarity of vision, deep expertise in emerging technologies and proven approaches to large-scale technology implementation, Charlie serves...Read More →",,Attempting to Disrupt an Entrenched Category and Becoming a Category Pirate; Attempting to Disrupt an Entrenched Category and Becoming a Category Pirate,//avatars.sched.co/b/40/19172496/avatar.jpg?3da,,,,
